156,50,182,48,15360,2022-10-27
157,51,102,29,8874,2022-10-27
158,52,169,40,17480,2022-10-27
159,52,118,15,4110,2022-10-27
160,53,82,35,15645,2022-10-27
161,53,110,34,11492,2022-10-27
162,53,74,36,12024,2022-10-27
163,54,15,37,9694,2022-10-27
164,55,26,16,3280,2022-10-27
165,55,116,13,5122,2022-10-27
166,56,64,36,11628,2022-10-27
167,56,5,44,13376,2022-10-27
168,57,123,13,5993,2022-10-27
169,57,83,29,11020,2022-10-27
170,57,132,33,13200,2022-10-27
171,57,210,20,5860,2022-10-27
172,58,211,32,7712,2022-10-27
173,58,145,35,7700,2022-10-27
174,58,191,48,16752,2022-10-27
175,59,22,37,13246,2022-10-27
176,59,165,31,12803,2022-10-27
177,59,53,20,6540,2022-10-27
178,59,73,19,4674,2022-10-27
179,59,32,43,15566,2022-10-27
180,60,101,26,3120,2022-10-27
181,60,25,46,14122,2022-10-27
182,60,60,43,7095,2022-10-27
183,60,142,25,8650,2022-10-27
184,60,115,21,8715,2022-10-27
185,61,3,41,13735,2022-10-27
186,61,136,16,4000,2022-10-27
187,61,193,18,7272,2022-10-27
188,61,64,38,12274,2022-10-27
189,61,164,19,3781,2022-10-27
190,61,155,15,1860,2022-10-27
191,62,42,44,18964,2022-10-27
192,62,136,31,7750,2022-10-27
193,62,202,32,11680,2022-10-27
194,62,30,40,16080,2022-10-27
195,63,64,49,15827,2022-10-27
196,63,153,42,8862,2022-10-27
197,63,127,44,9284,2022-10-27
198,63,46,39,8931,2022-10-27
199,63,12,38,10222,2022-10-27
200,63,72,17,8160,2022-10-27
201,64,190,14,5054,2022-10-27
202,64,172,21,9828,2022-10-27
203,65,151,24,7968,2022-10-27
204,66,216,18,4248,2022-10-27
205,66,68,46,10166,2022-10-27
206,66,13,20,3420,2022-10-27
207,67,84,46,17572,2022-10-27
208,67,6,37,9546,2022-10-27
209,67,115,24,9960,2022-10-27
210,68,89,25,4100,2022-10-27
211,68,105,38,16074,2022-10-27
212,68,173,39,15795,2022-10-27
213,69,142,34,11764,2022-10-27
214,69,60,39,6435,2022-10-27
215,70,158,12,3552,2022-10-27
216,70,15,44,11528,2022-10-27
217,70,85,36,9036,2022-10-27
218,70,42,26,11206,2022-10-27
219,71,158,28,8288,2022-10-27
220,71,26,38,7790,2022-10-27
221,71,56,29,4843,2022-10-27
222,71,89,40,6560,2022-10-27
223,71,170,49,9996,2022-10-27
224,72,62,49,11417,2022-10-27
225,72,128,17,3995,2022-10-27
226,72,118,38,10412,2022-10-27
227,72,98,10,1040,2022-10-27
228,73,217,36,15948,2022-10-27
229,73,37,30,5040,2022-10-27
230,73,165,26,10738,2022-10-27
231,73,64,45,14535,2022-10-27
232,74,147,30,5940,2022-10-27
233,74,160,30,14130,2022-10-27
234,74,177,30,14820,2022-10-27
235,74,138,39,7176,2022-10-27
236,74,79,13,5343,2022-10-27
237,75,79,20,8220,2022-10-27
238,75,128,41,9635,2022-10-27
239,76,63,28,9380,2022-10-27
240,76,31,37,16539,2022-10-27
241,77,177,24,11856,2022-10-27
242,78,49,43,5031,2022-10-27
243,78,164,35,6965,2022-10-27
244,78,104,47,22560,2022-10-27
245,79,76,25,9150,2022-10-27
246,79,213,24,10704,2022-10-27
247,79,220,15,5730,2022-10-27
248,80,186,33,6039,2022-10-27
249,80,208,18,8622,2022-10-27
250,80,186,23,4209,2022-10-27
251,80,160,46,21666,2022-10-27
252,81,162,19,4598,2022-10-27
253,81,161,48,20544,2022-10-27
254,81,194,40,12080,2022-10-27
255,82,154,39,18018,2022-10-27
256,82,97,27,10395,2022-10-27
257,82,153,46,9706,2022-10-27
258,82,5,10,3040,2022-10-27
259,83,113,44,10956,2022-10-27
260,83,67,31,13485,2022-10-27
261,83,206,22,4950,2022-10-27
262,83,141,22,9658,2022-10-27
263,83,203,20,3240,2022-10-27
264,84,49,20,2340,2022-10-27
265,84,210,31,9083,2022-10-27
266,84,145,12,2640,2022-10-27
267,84,89,33,5412,2022-10-27
268,84,98,21,2184,2022-10-27
269,85,172,34,15912,2022-10-27
270,85,199,49,23275,2022-10-27
271,85,193,18,7272,2022-10-27
272,85,118,10,2740,2022-10-27
273,85,35,12,3108,2022-10-27
274,85,86,19,6422,2022-10-27
275,86,165,43,17759,2022-10-27
276,86,144,10,3190,2022-10-27
277,86,113,31,7719,2022-10-27
278,86,57,28,12236,2022-10-27
279,86,19,14,2002,2022-10-27
280,87,162,45,10890,2022-10-27
281,87,167,18,5706,2022-10-27
282,88,63,31,10385,2022-10-27
283,88,204,47,18236,2022-10-27
284,89,131,11,3938,2022-10-27
285,89,201,40,11160,2022-10-27
286,89,104,46,22080,2022-10-27
287,90,207,19,4351,2022-10-27
288,90,97,41,15785,2022-10-27
289,91,154,25,11550,2022-10-27
290,91,190,14,5054,2022-10-27
291,91,18,27,5265,2022-10-27
292,92,149,10,2320,2022-10-27
293,92,49,44,5148,2022-10-27
294,93,173,49,19845,2022-10-27
295,93,91,17,4267,2022-10-27
296,93,38,37,6512,2022-10-27
297,93,116,41,16154,2022-10-27
298,94,15,16,4192,2022-10-27
299,94,169,35,15295,2022-10-27
300,95,92,12,1476,2022-10-27
301,95,208,15,7185,2022-10-27
302,95,192,46,8372,2022-10-27
303,96,133,12,1932,2022-10-27
304,96,219,16,2448,2022-10-27
305,96,21,35,6755,2022-10-27
306,96,107,49,11711,2022-10-27
307,97,106,14,5418,2022-10-27
308,98,6,31,7998,2022-10-27
309,99,141,29,12731,2022-10-27
310,100,72,10,4800,2022-10-27
311,100,131,25,8950,2022-10-27
312,100,195,22,3784,2022-10-27
313,100,14,11,1507,2022-10-27
314,101,95,25,3700,2022-10-27
315,101,42,19,8189,2022-10-27
316,101,137,25,8950,2022-10-27
317,101,83,37,14060,2022-10-27
318,101,31,15,6705,2022-10-27
319,102,144,23,7337,2022-10-27
320,102,45,40,6720,2022-10-27
321,102,74,36,12024,2022-10-27
322,103,138,12,2208,2022-10-27
323,103,207,13,2977,2022-10-27
324,103,78,24,7920,2022-10-27
325,103,179,41,11234,2022-10-27
326,104,157,28,2828,2022-10-27
327,104,193,32,12928,2022-10-27
328,104,7,20,5860,2022-10-27
329,104,49,47,5499,2022-10-27
330,104,118,14,3836,2022-10-27
331,105,156,32,3232,2022-10-27
332,105,80,20,4780,2022-10-27
333,105,30,28,11256,2022-10-27
334,105,135,49,7693,2022-10-27
335,106,192,19,3458,2022-10-27
336,106,119,45,22095,2022-10-27
337,106,84,11,4202,2022-10-27
338,107,130,48,11472,2022-10-27
339,107,120,38,18278,2022-10-27
340,107,175,34,11594,2022-10-27
341,107,16,14,4494,2022-10-27
342,107,141,10,4390,2022-10-27
343,108,172,46,21528,2022-10-27
344,108,51,32,7552,2022-10-27
345,108,156,22,2222,2022-10-27
346,108,171,49,5096,2022-10-27
347,108,133,33,5313,2022-10-27
348,109,209,29,9338,2022-10-27
349,109,169,29,12673,2022-10-27
350,109,133,47,7567,2022-10-27
351,109,46,18,4122,2022-10-27
352,109,43,47,21056,2022-10-27
353,110,101,13,1560,2022-10-27
354,110,176,31,14818,2022-10-27
355,110,112,32,12896,2022-10-27
356,110,124,17,4981,2022-10-27
357,110,139,21,6405,2022-10-27
358,110,174,30,9420,2022-10-27
359,111,201,32,8928,2022-10-27
360,111,165,31,12803,2022-10-27
361,111,25,37,11359,2022-10-27
362,111,147,44,8712,2022-10-27
363,112,24,39,4914,2022-10-27
364,112,29,32,8544,2022-10-27
365,112,212,48,18912,2022-10-27
366,113,143,44,7216,2022-10-27
367,113,6,21,5418,2022-10-27
368,113,220,48,18336,2022-10-27
369,113,182,28,8960,2022-10-27
370,113,71,29,9367,2022-10-27
371,114,189,39,9204,2022-10-27
372,114,84,45,17190,2022-10-27
373,114,50,34,4522,2022-10-27
374,114,191,12,4188,2022-10-27
375,114,29,28,7476,2022-10-27
376,115,158,18,5328,2022-10-27
377,115,97,42,16170,2022-10-27
378,116,64,42,13566,2022-10-27
379,116,57,17,7429,2022-10-27
380,116,29,13,3471,2022-10-27
381,117,78,28,9240,2022-10-27
382,117,167,48,15216,2022-10-27
383,117,21,21,4053,2022-10-27
384,118,21,15,2895,2022-10-27
385,118,202,29,10585,2022-10-27
386,119,182,27,8640,2022-10-27
387,119,36,38,9614,2022-10-27
388,119,63,13,4355,2022-10-27
389,119,204,37,14356,2022-10-27
390,119,143,29,4756,2022-10-27
391,120,117,29,4901,2022-10-27
392,120,117,38,6422,2022-10-27
393,120,205,44,7128,2022-10-27
394,120,100,18,6498,2022-10-27
395,120,121,25,8950,2022-10-27
396,120,210,22,6446,2022-10-27
397,120,86,48,16224,2022-10-27
398,121,139,17,5185,2022-10-27
399,121,134,33,15906,2022-10-27
400,121,101,17,2040,2022-10-27
401,121,202,36,13140,2022-10-27
402,122,127,22,4642,2022-10-27
403,122,213,10,4460,2022-10-27
404,123,148,45,15075,2022-10-27
405,123,125,20,3200,2022-10-27
406,123,194,44,13288,2022-10-27
407,123,93,10,3310,2022-10-27
408,124,144,12,3828,2022-10-27
409,124,219,20,3060,2022-10-27
410,124,98,27,2808,2022-10-27
411,124,212,38,14972,2022-10-27
412,125,130,25,5975,2022-10-27
413,125,58,42,19488,2022-10-27
414,126,211,30,7230,2022-10-27
415,126,144,48,15312,2022-10-27
416,126,189,45,10620,2022-10-27
417,126,13,21,3591,2022-10-27
418,127,158,25,7400,2022-10-27
419,128,185,30,12390,2022-10-27
420,129,30,17,6834,2022-10-27
421,130,100,18,6498,2022-10-27
422,130,207,40,9160,2022-10-27
423,131,145,42,9240,2022-10-27
424,131,153,23,4853,2022-10-27
425,131,43,26,11648,2022-10-27
426,132,128,27,6345,2022-10-27
427,132,76,16,5856,2022-10-27
428,132,22,40,14320,2022-10-27
429,132,82,25,11175,2022-10-27
430,133,124,17,4981,2022-10-27
431,133,18,32,6240,2022-10-27
432,133,71,27,8721,2022-10-27
433,133,19,27,3861,2022-10-27
434,133,180,21,6132,2022-10-27
435,134,10,29,9309,2022-10-27
436,134,170,29,5916,2022-10-27
437,134,71,34,10982,2022-10-27
438,134,48,43,18189,2022-10-27
439,134,198,27,3024,2022-10-27
440,135,128,33,7755,2022-10-27
441,135,180,26,7592,2022-10-27
442,136,25,15,4605,2022-10-27
443,136,106,14,5418,2022-10-27
444,136,191,38,13262,2022-10-27
445,136,67,39,16965,2022-10-27
446,137,130,46,10994,2022-10-27
447,137,21,41,7913,2022-10-27
448,138,28,37,14615,2022-10-27
449,138,102,41,12546,2022-10-27
450,138,4,35,13300,2022-10-27
451,139,182,22,7040,2022-10-27
452,140,107,22,5258,2022-10-27
453,140,84,28,10696,2022-10-27
454,140,9,43,20296,2022-10-27
455,141,88,49,5978,2022-10-27
456,141,155,13,1612,2022-10-27
457,141,202,26,9490,2022-10-27
458,141,154,35,16170,2022-10-27
459,141,73,32,7872,2022-10-27
460,142,59,32,13632,2022-10-27
461,143,203,34,5508,2022-10-27
462,143,119,47,23077,2022-10-27
463,143,155,28,3472,2022-10-27
464,143,88,37,4514,2022-10-27
465,144,143,10,1640,2022-10-27
466,145,173,24,9720,2022-10-27
467,145,141,31,13609,2022-10-27
468,146,24,11,1386,2022-10-27
469,146,212,38,14972,2022-10-27
470,146,108,26,9724,2022-10-27
471,147,191,24,8376,2022-10-27
472,148,64,22,7106,2022-10-27
473,148,124,21,6153,2022-10-27
474,148,75,25,11450,2022-10-27
475,148,90,13,1313,2022-10-27
476,148,19,27,3861,2022-10-27
477,148,6,13,3354,2022-10-27
478,148,126,11,1397,2022-10-27
479,148,144,12,3828,2022-10-27
480,149,18,31,6045,2022-10-27
481,149,203,41,6642,2022-10-27
482,149,173,28,11340,2022-10-27
483,150,98,25,2600,2022-10-27
484,151,117,12,2028,2022-10-27
485,151,195,20,3440,2022-10-27
486,151,207,34,7786,2022-10-27
487,151,148,48,16080,2022-10-27
488,152,55,36,17028,2022-10-27
489,152,201,32,8928,2022-10-27
490,153,78,38,12540,2022-10-27
491,154,193,22,8888,2022-10-27
492,154,114,41,17548,2022-10-27
493,154,23,49,20237,2022-10-27
494,154,38,29,5104,2022-10-27
495,155,69,25,11800,2022-10-27
496,155,112,18,7254,2022-10-27
497,155,2,16,4336,2022-10-27
498,156,16,44,14124,2022-10-27
499,156,46,17,3893,2022-10-27
500,156,87,21,3024,2022-10-27
501,156,50,37,4921,2022-10-27
502,157,150,23,4002,2022-10-27
503,157,60,35,5775,2022-10-27
504,158,43,23,10304,2022-10-27
505,158,195,39,6708,2022-10-27
506,158,50,46,6118,2022-10-27
507,159,42,30,12930,2022-10-27
508,159,25,39,11973,2022-10-27
509,159,55,42,19866,2022-10-27
510,160,131,20,7160,2022-10-27
511,160,141,20,8780,2022-10-27
512,160,24,35,4410,2022-10-27
513,160,123,37,17057,2022-10-27
514,160,49,45,5265,2022-10-27
515,161,122,35,6720,2022-10-27
516,161,70,42,7980,2022-10-27
517,161,206,35,7875,2022-10-27
518,162,171,41,4264,2022-10-27
519,162,14,40,5480,2022-10-27
520,162,17,43,11739,2022-10-27
521,163,182,33,10560,2022-10-27
522,164,27,19,2242,2022-10-27
523,164,125,26,4160,2022-10-27
524,164,180,46,13432,2022-10-27
525,165,49,46,5382,2022-10-27
526,166,25,20,6140,2022-10-27
527,166,166,19,4959,2022-10-27
528,166,33,36,16524,2022-10-27
529,166,125,36,5760,2022-10-27
530,167,58,19,8816,2022-10-27
531,167,149,23,5336,2022-10-27
532,167,177,34,16796,2022-10-27
533,168,132,25,10000,2022-10-27
534,168,133,34,5474,2022-10-27
535,168,17,49,13377,2022-10-27
536,168,4,17,6460,2022-10-27
537,168,120,20,9620,2022-10-27
538,169,204,24,9312,2022-10-27
539,169,220,39,14898,2022-10-27
540,169,99,46,21206,2022-10-27
541,169,182,42,13440,2022-10-27
542,169,167,34,10778,2022-10-27
543,169,98,10,1040,2022-10-27
544,170,123,27,12447,2022-10-27
545,170,88,23,2806,2022-10-27
546,170,60,34,5610,2022-10-27
547,170,191,43,15007,2022-10-27
548,170,132,49,19600,2022-10-27
549,171,76,35,12810,2022-10-27
550,171,90,23,2323,2022-10-27
551,171,70,39,7410,2022-10-27
552,172,130,26,6214,2022-10-27
553,172,69,19,8968,2022-10-27
554,173,10,25,8025,2022-10-27
555,173,74,35,11690,2022-10-27
556,173,182,20,6400,2022-10-27
557,173,193,24,9696,2022-10-27
558,174,131,29,10382,2022-10-27
559,174,109,35,11340,2022-10-27
560,174,47,22,5720,2022-10-27
561,175,104,26,12480,2022-10-27
562,175,25,32,9824,2022-10-27
563,175,187,31,6355,2022-10-27
564,176,133,32,5152,2022-10-27
565,176,7,48,14064,2022-10-27
566,176,153,47,9917,2022-10-27
567,177,107,10,2390,2022-10-27
568,178,100,44,15884,2022-10-27
569,178,44,14,5810,2022-10-27
570,179,118,27,7398,2022-10-27
571,179,164,11,2189,2022-10-27
572,180,178,48,18432,2022-10-27
573,180,176,45,21510,2022-10-27
574,180,38,16,2816,2022-10-27
575,181,36,45,11385,2022-10-27
576,181,85,24,6024,2022-10-27
577,181,159,22,7898,2022-10-27
578,182,165,34,14042,2022-10-27
579,182,69,27,12744,2022-10-27
580,182,73,42,10332,2022-10-27
581,183,143,47,7708,2022-10-27
582,183,162,48,11616,2022-10-27
583,184,108,17,6358,2022-10-27
584,184,58,23,10672,2022-10-27
585,185,136,10,2500,2022-10-27
586,185,191,11,3839,2022-10-27
587,186,8,17,6834,2022-10-27
588,186,218,21,8001,2022-10-27
589,187,168,10,1610,2022-10-27
590,187,112,26,10478,2022-10-27
591,187,215,46,5106,2022-10-27
592,187,37,10,1680,2022-10-27
593,188,11,39,7332,2022-10-27
594,188,74,44,14696,2022-10-27
595,188,48,25,10575,2022-10-27
596,189,218,45,17145,2022-10-27
597,190,73,15,3690,2022-10-27
598,190,49,41,4797,2022-10-27
599,190,58,42,19488,2022-10-27
600,190,218,44,16764,2022-10-27
601,190,42,18,7758,2022-10-27
602,191,25,48,14736,2022-10-27
603,191,89,26,4264,2022-10-27
604,191,213,18,8028,2022-10-27
605,192,102,28,8568,2022-10-27
606,192,147,23,4554,2022-10-27
607,192,89,23,3772,2022-10-27
608,193,208,32,15328,2022-10-27
609,193,217,23,10189,2022-10-27
610,193,15,15,3930,2022-10-27
611,193,19,43,6149,2022-10-27
612,193,180,42,12264,2022-10-27
613,193,211,16,3856,2022-10-27
614,194,98,41,4264,2022-10-27
615,194,64,34,10982,2022-10-27
616,195,212,20,7880,2022-10-27
617,195,200,17,3009,2022-10-27
618,196,25,10,3070,2022-10-27
619,196,190,34,12274,2022-10-27
620,196,141,40,17560,2022-10-27
621,197,124,35,10255,2022-10-27
622,197,72,22,10560,2022-10-27
623,197,157,19,1919,2022-10-27
624,197,54,40,13080,2022-10-27
625,197,72,38,18240,2022-10-27
626,198,45,29,4872,2022-10-27
627,198,101,43,5160,2022-10-27
628,198,3,25,8375,2022-10-27
629,198,107,28,6692,2022-10-27
630,199,109,15,4860,2022-10-27
631,199,106,38,14706,2022-10-27
632,199,21,24,4632,2022-10-27
633,200,122,28,5376,2022-10-27
634,200,126,45,5715,2022-10-27
635,200,4,23,8740,2022-10-27
636,201,131,47,16826,2022-10-27
637,201,76,38,13908,2022-10-27
638,201,165,26,10738,2022-10-27
639,201,59,27,11502,2022-10-27
640,202,59,21,8946,2022-10-27
641,202,97,13,5005,2022-10-27
642,202,87,26,3744,2022-10-27
643,203,64,21,6783,2022-10-27
644,203,199,30,14250,2022-10-27
645,203,184,11,3421,2022-10-27
646,203,64,19,6137,2022-10-27
647,204,62,41,9553,2022-10-27
648,204,122,19,3648,2022-10-27
649,204,109,22,7128,2022-10-27
650,204,139,41,12505,2022-10-27
651,205,201,10,2790,2022-10-27
652,205,131,33,11814,2022-10-27
653,205,156,24,2424,2022-10-27
654,205,117,31,5239,2022-10-27
655,206,60,44,7260,2022-10-27
656,206,192,46,8372,2022-10-27
657,206,108,16,5984,2022-10-27
658,207,201,26,7254,2022-10-27
659,207,126,22,2794,2022-10-27
660,207,125,14,2240,2022-10-27
661,208,135,41,6437,2022-10-27
662,208,66,17,6613,2022-10-27
663,209,22,43,15394,2022-10-27
664,209,218,37,14097,2022-10-27
665,209,75,42,19236,2022-10-27
666,210,178,21,8064,2022-10-27
667,210,97,19,7315,2022-10-27
668,210,134,35,16870,2022-10-27
669,211,219,37,5661,2022-10-27
670,211,166,49,12789,2022-10-27
671,211,108,25,9350,2022-10-27
672,212,196,47,15416,2022-10-27
673,212,6,11,2838,2022-10-27
674,212,71,33,10659,2022-10-27
675,212,16,20,6420,2022-10-27
676,213,84,21,8022,2022-10-27
677,213,121,48,17184,2022-10-27
678,213,120,33,15873,2022-10-27
679,214,130,44,10516,2022-10-27
680,214,137,22,7876,2022-10-27
681,214,12,37,9953,2022-10-27
682,214,88,31,3782,2022-10-27
683,215,200,11,1947,2022-10-27
684,215,187,33,6765,2022-10-27
685,215,91,26,6526,2022-10-27
686,215,55,24,11352,2022-10-27
687,216,91,16,4016,2022-10-27
688,216,51,15,3540,2022-10-27
689,217,203,17,2754,2022-10-27
690,217,193,29,11716,2022-10-27
691,217,98,37,3848,2022-10-27
692,218,32,46,16652,2022-10-27
693,218,44,18,7470,2022-10-27
694,218,123,39,17979,2022-10-27
695,218,2,12,3252,2022-10-27
696,218,15,39,10218,2022-10-27
697,219,53,36,11772,2022-10-27
698,219,188,40,5200,2022-10-27
699,219,76,41,15006,2022-10-27
700,219,128,19,4465,2022-10-27
701,220,215,37,4107,2022-10-27
702,220,47,14,3640,2022-10-27
703,220,54,28,9156,2022-10-27
704,220,44,42,17430,2022-10-27
705,221,133,17,2737,2022-10-27
706,222,14,48,6576,2022-10-27
707,222,88,15,1830,2022-10-27
708,222,124,14,4102,2022-10-27
709,223,214,23,5244,2022-10-27
710,223,211,27,6507,2022-10-27
711,223,94,30,10800,2022-10-27
712,224,52,42,17682,2022-10-27
713,224,109,23,7452,2022-10-27
714,224,175,21,7161,2022-10-27
715,224,94,28,10080,2022-10-27
716,225,42,19,8189,2022-10-27
717,225,122,25,4800,2022-10-27
718,225,38,37,6512,2022-10-27
719,225,7,24,7032,2022-10-27
720,225,65,48,10512,2022-10-27
721,226,129,22,5192,2022-10-27
722,226,51,43,10148,2022-10-27
723,226,72,21,10080,2022-10-27
724,226,20,26,8164,2022-10-27
725,226,95,45,6660,2022-10-27
726,226,2,36,9756,2022-10-27
727,226,65,49,10731,2022-10-27
728,227,210,13,3809,2022-10-27
729,227,19,16,2288,2022-10-27
730,227,154,33,15246,2022-10-27
731,228,205,20,3240,2022-10-27
732,229,70,10,1900,2022-10-27
733,229,39,31,11470,2022-10-27
734,229,132,28,11200,2022-10-27
735,229,6,13,3354,2022-10-27
736,229,96,36,13896,2022-10-27
737,230,210,46,13478,2022-10-27
738,230,87,49,7056,2022-10-27
739,230,121,23,8234,2022-10-27
740,230,150,30,5220,2022-10-27
741,231,35,46,11914,2022-10-27
742,231,39,49,18130,2022-10-27
743,231,14,20,2740,2022-10-27
744,232,96,15,5790,2022-10-27
745,232,28,15,5925,2022-10-27
746,232,207,41,9389,2022-10-27
747,232,2,12,3252,2022-10-27
748,232,111,20,3020,2022-10-27
749,232,182,26,8320,2022-10-27
750,233,60,16,2640,2022-10-27
751,234,84,38,14516,2022-10-27
752,234,112,17,6851,2022-10-27
753,234,22,28,10024,2022-10-27
754,234,196,25,8200,2022-10-27
755,235,144,23,7337,2022-10-27
756,235,52,30,12630,2022-10-27
757,235,189,11,2596,2022-10-27
758,236,197,25,4600,2022-10-27
759,236,111,39,5889,2022-10-27
760,237,54,12,3924,2022-10-27
761,237,170,25,5100,2022-10-27
762,237,200,31,5487,2022-10-27
763,238,7,38,11134,2022-10-27
764,238,151,21,6972,2022-10-27
765,238,79,47,19317,2022-10-27
766,238,137,25,8950,2022-10-27
767,238,71,27,8721,2022-10-27
768,238,79,16,6576,2022-10-27
769,238,211,14,3374,2022-10-27
770,239,144,10,3190,2022-10-27
771,239,113,31,7719,2022-10-27
772,239,91,29,7279,2022-10-27
773,240,132,45,18000,2022-10-27
774,240,32,49,17738,2022-10-27
775,240,63,44,14740,2022-10-27
776,240,189,43,10148,2022-10-27
777,241,200,38,6726,2022-10-27
778,241,110,17,5746,2022-10-27
779,241,13,45,7695,2022-10-27
